Label,Label (cy),Prefix,Name,Abstract,Type,Period Type,Balance,Deprecated Label,Deprecated Label (cy),Deprecated Date,Companies Act,Audit Regulations,FRS 102
"General description of loans owed to related parties, including terms and guarantees given","Disgrifiad cyffredinol o fenthyciadau dyledus gan bartïon cysylltiedig, yn cynnwys y telerau a'r gwarantau a roddwyd",core,GeneralDescriptionLoansOwedToRelatedPartiesIncludingTermsGuaranteesGiven,false,stringItemType,duration,,,,,,,Name: FRS; Number: 102; Paragraph: 33.9.b.i
Loans owed by related parties [heading],Benthyciadau dyledus gan bartïon cysylltiedig [pennawd],core,LoansOwedByRelatedPartiesHeading,true,types:headingItemType,duration,,,,,,,
Loans owed by related parties,Benthyciadau dyledus gan bartïon cysylltiedig,core,LoansOwedByRelatedParties,false,monetaryItemType,instant,debit,,,,,,Name: FRS; Number: 102; Paragraph: 33.9.b
Increase in loans owed by related parties due to loans advanced,Cynnydd mewn benthyciadau dyledus gan bartïon cysylltiedig o ganlyniad i fenthyciadau blaenswm,core,IncreaseInLoansOwedByRelatedPartiesDueToLoansAdvanced,false,monetaryItemType,duration,debit,,,,,,Name: FRS; Number: 102; Paragraph: 33.9.a
Decrease in loans owed by related parties due to loans repaid,Gostyngiad mewn benthyciadau dyledus gan bartïon cysylltiedig o ganlyniad i fenthyciadau a ad-dalwyd,core,DecreaseInLoansOwedByRelatedPartiesDueToLoansRepaid,false,monetaryItemType,duration,credit,,,,,,Name: FRS; Number: 102; Paragraph: 33.9.a
Increase (decrease) in loans owed by related parties due to foreign exchange differences,Cynnydd (gostyngiad) mewn benthyciadau dyledus gan bartïon cysylltiedig o ganlyniad i wahaniaethau yn y gyfnewidfa dramor,core,IncreaseDecreaseInLoansOwedByRelatedPartiesDueToForeignExchangeDifferences,false,monetaryItemType,duration,debit,,,,,,Name: FRS; Number: 102; Paragraph: 33.9.a
Increase (decrease) in loans owed by related parties attributable to interest transactions,Cynnydd (gostyngiad) mewn benthyciadau dyledus gan bartïon cysylltiedig y gellir eu priodoli i drafodion llog,core,IncreaseDecreaseInLoansOwedByRelatedPartiesAttributableToInterestTransactions,false,monetaryItemType,duration,debit,,,,,,Name: FRS; Number: 102; Paragraph: 33.9.a
Increase (decrease) in loans owed by related parties due to other changes,Cynnydd (gostyngiad) mewn benthyciadau dyledus gan bartïon cysylltiedig o ganlyniad i newidiadau eraill,core,IncreaseDecreaseInLoansOwedByRelatedPartiesDueToOtherChanges,false,monetaryItemType,duration,debit,,,,,,Name: FRS; Number: 102; Paragraph: 33.9.a
Provisions for amounts owed by related parties,Darpariaethau am symiau dyledus gan bartïon cysylltiedig,core,ProvisionsForAmountsOwedByRelatedParties,false,monetaryItemType,instant,credit,,,,,,Name: FRS; Number: 102; Paragraph: 33.9.c
Expenses recognised for doubtful debts owed by related parties,Treuliau cydnabyddedig ar gyfer dyledion amheus sydd yn ddyledus gan bartïon cysylltiedig,core,ExpensesRecognisedForDoubtfulDebtsOwedByRelatedParties,false,monetaryItemType,duration,debit,,,,,,Name: FRS; Number: 102; Paragraph: 33.9.d
Commitments made to related parties,Ymrwymiadau a wnaed i bartïon cysylltiedig,core,CommitmentsMadeToRelatedParties,false,monetaryItemType,duration,,,,,,,Name: FRS; Number: 102; Paragraph: 33.9
"General description loans owed by related parties, including terms and guarantees received","Disgrifiad cyffredinol o fenthyciadau dyledus gan bartïon cysylltiedig, yn cynnwys y telerau a'r gwarantau a dderbyniwyd",core,GeneralDescriptionLoansOwedByRelatedPartiesIncludingTermsGuaranteesReceived,false,stringItemType,duration,,,,,,,Name: FRS; Number: 102; Paragraph: 33.9.b.i
"For analysis of loans to and from directors, see 'Directors' advances, credits and guarantees' section [cross-reference]","I weld dadansoddiad o fenthyciadau i a gan gyfarwyddwyr, gweler yr adran 'Blaensymiau, credydau a gwarantau Cyfarwyddwyr' [croesgyfeirio]",core,ForAnalysisLoansToFromDirectorsSeeDirectorsAdvancesCreditsGuaranteesSectionCross-reference,true,types:xrefItemType,duration,,,,,,,
"Directors' advances, credits and guarantees [heading]","Blaensymiau, credydau a gwarantau cyfarwyddwyr [pennawd]",direp,DirectorsAdvancesCreditsGuaranteesHeading,true,types:headingItemType,duration,,,,,,,
Use entity officers dimension members to identify totals for directors and individual directors [guidance],Defnyddiwch aelodau dimensiwn swyddogion endid i nodi cyfansymiau ar gyfer cyfarwyddwyr a chyfarwyddwyr unigol [canllawiau],direp,UseEntityOfficersDimensionMembersToIdentifyTotalsForDirectorsIndividualDirectorsGuidance,true,types:guidanceItemType,duration,,,,,,,
"General description of advances and credits to directors, including terms and interest rates","Disgrifiad cyffredinol o flaensymiau a chredydau i gyfarwyddwyr, yn cynnwys telerau a chyfraddau llog",direp,GeneralDescriptionAdvancesCreditsToDirectorsIncludingTermsInterestRates,false,stringItemType,duration,,,,,"Year: 2006; Name: CA; Section: 413; Paragraph: 3.b,c",,
"Advances and credits, directors","Blaensymiau a chredyd, cyfarwyddwyr",direp,AdvancesCreditsDirectors,false,monetaryItemType,instant,,,,,Year: 2006; Name: CA; Section: 413; Paragraph: 3.a,,
"Advances and credits made in period, directors","Blaensymiau a chredyd a roddwyd yn ystod y cyfnod, cyfarwyddwyr",direp,AdvancesCreditsMadeInPeriodDirectors,false,monetaryItemType,duration,,,,,Year: 2006; Name: CA; Section: 413; Paragraph: 3.a,,
"Advances and credits repaid in period, directors","Blaensymiau a chredyd a ad-dalwyd yn ystod y cyfnod, cyfarwyddwyr",direp,AdvancesCreditsRepaidInPeriodDirectors,false,monetaryItemType,duration,,,,,Year: 2006; Name: CA; Section: 413; Paragraph: 3.d,,
"Specific advance or credit, directors [grouping]","Blaenswm neu gredyd penodol, cyfarwyddwyr [grwpio]",direp,SpecificAdvanceOrCreditDirectorsGrouping,true,types:groupingItemType,duration,,,,,,,
"Description of specific advance or credit, its conditions and indicative interest rate, directors","Disgrifiad o flaenswm neu gredyd penodol, ei amodau a'r gyfradd llog ddangosol, cyfarwyddwyr",direp,DescriptionSpecificAdvanceOrCreditItsConditionsIndicativeInterestRateDirectors,false,stringItemType,duration,,,,,"Year: 2006; Name: CA; Section: 413; Paragraph: 3.b,c",,
"Amount of specific advance or credit, directors","Swm blaenswm neu gredyd penodol, cyfarwyddwyr",direp,AmountSpecificAdvanceOrCreditDirectors,false,monetaryItemType,instant,,,,,Year: 2006; Name: CA; Section: 413; Paragraph: 3.a,,
"Amount of specific advance or credit made in period, directors","Swm blaenswm neu gredyd penodol a roddwyd yn ystod y cyfnod, cyfarwyddwyr",direp,AmountSpecificAdvanceOrCreditMadeInPeriodDirectors,false,monetaryItemType,duration,,,,,Year: 2006; Name: CA; Section: 413; Paragraph: 3.a,,
"Amount of specific advance or credit repaid in period, directors","Swm blaenswm neu gredyd penodol a ad-dalwyd yn ystod y cyfnod, cyfarwyddwyr",direp,AmountSpecificAdvanceOrCreditRepaidInPeriodDirectors,false,monetaryItemType,duration,,,,,Year: 2006; Name: CA; Section: 413; Paragraph: 3.d,,
"General description of guarantees and their terms, directors","Disgrifiad cyffredinol o warantau a thelerau eraill, cyfarwyddwyr",direp,GeneralDescriptionGuaranteesTheirTermsDirectors,false,stringItemType,duration,,,,,Year: 2006; Name: CA; Section: 413; Paragraph: 4.a,,
"Maximum liability under guarantees, directors","Uchafswm rhwymedigaethau o dan warantau, cyfarwyddwyr",direp,MaximumLiabilityUnderGuaranteesDirectors,false,monetaryItemType,instant,,,,,Year: 2006; Name: CA; Section: 413; Paragraph: 4.b,,
"Amount paid and liability incurred in fulfilling guarantees, directors","Swm a dalwyd a'r rhwymedigaeth a ysgwyddwyd wrth gyflawni gwarantau, cyfarwyddwyr",direp,AmountPaidLiabilityIncurredInFulfillingGuaranteesDirectors,false,monetaryItemType,duration,,,,,Year: 2006; Name: CA; Section: 413; Paragraph: 4.c,,
"Specific guarantee, directors [grouping]","Gwarantau penodol, cyfarwyddwyr [grwpio]",direp,SpecificGuaranteeDirectorsGrouping,true,types:groupingItemType,duration,,,,,,,
"Description of specific guarantee and its terms, directors","Disgrifiad o warant penodol a'i delerau, cyfarwyddwyr",direp,DescriptionSpecificGuaranteeItsTermsDirectors,false,stringItemType,duration,,,,,Year: 2006; Name: CA; Section: 413; Paragraph: 4.a,,
"Maximum liability under specific guarantee, directors","Uchafswm rhwymedigaethau o dan warantau penodol, cyfarwyddwyr",direp,MaximumLiabilityUnderSpecificGuaranteeDirectors,false,monetaryItemType,instant,,,,,Year: 2006; Name: CA; Section: 413; Paragraph: 4.b,,
"Amount paid and liability incurred in fulfilling specific guarantee, directors","Swm a dalwyd a'r rhwymedigaeth a ysgwyddwyd wrth gyflawni gwarantau penodol, cyfarwyddwyr",direp,AmountPaidLiabilityIncurredInFulfillingSpecificGuaranteeDirectors,false,monetaryItemType,duration,,,,,Year: 2006; Name: CA; Section: 413; Paragraph: 4.c,,
Government-related entities [grouping],Endidau cysylltiedig â'r llywodraeth [grwpio],core,Government-relatedEntitiesGrouping,true,types:groupingItemType,duration,,,,,,,
Use related party transaction type dimension to identify nature of transaction [guidance],Defnyddiwch dimensiwn math o drafodion partïon cysylltiedig i enwi natur y trafodion [canllawiau],core,UseRelatedPartyTransactionTypeDimensionToIdentifyNatureTransactionGuidance,true,types:guidanceItemType,duration,,,,,,,
Name of government-related entity,Enw'r endid cysylltiedig â'r llywodraeth,core,NameGovernment-relatedEntity,false,stringItemType,duration,,,,,,,Name: FRS; Number: 102; Paragraph: 33.5
"Description of relationships between entity and government-related entity, including any changes","Disgrifiad o'r berthynas rhwng endid ac endid cysylltiedig â'r llywodraeth, yn cynnwys unrhyw newidiadau",core,DescriptionRelationshipsBetweenEntityGovernment-relatedEntityIncludingAnyChanges,false,stringItemType,duration,,,,,,,Name: FRS; Number: 102; Paragraph: 33.5
Income from government-related entity,Incwm o endid cysylltiedig â'r llywodraeth,core,IncomeFromGovernment-relatedEntity,false,monetaryItemType,duration,,,,,,,Name: FRS; Number: 102; Paragraph: 33.12
Payments to government-related entity,Taliadau i endid cysylltiedig â'r llywodraeth,core,PaymentsToGovernment-relatedEntity,false,monetaryItemType,duration,,,,,,,Name: FRS; Number: 102; Paragraph: 33.12
"Description of extent of collectively significant transactions, government-related entities","Disgrifiad o swm trafodion sylweddol ar y cyd, endidau cysylltiedig â'r Llywodraeth",core,DescriptionExtentCollectivelySignificantTransactionsGovernment-relatedEntities,false,stringItemType,duration,,,,,,,Name: FRS; Number: 102; Paragraph: 33.12
"Commitments, contingent assets and liabilities [heading]","Ymrwymiadau, asedau a rhwymedigaethau dibynnol [pennawd]",core,CommitmentsContingentAssetsLiabilitiesHeading,true,types:headingItemType,duration,,,,,,,
Commitments [heading],Ymrwymiadau [pennawd],core,CommitmentsHeading,true,types:headingItemType,duration,,,,,,,
Capital commitments,Ymrwymiadau Cyfalaf,core,CapitalCommitments,false,monetaryItemType,instant,,,,,,,"[Name: FRS; Number: 102; Paragraph: 11.42], [Name: SI; Number: 410; Paragraph: 63.3; Schedule: 1; Year: 2008]"
"Financial commitments, other than capital commitments","Ymrwymiadau ariannol, ac eithrio ymrwymiadau cyfalaf",core,FinancialCommitmentsOtherThanCapitalCommitments,false,monetaryItemType,instant,,,,,,,"[Name: FRS; Number: 102; Paragraph: 11.42], [Name: SI; Number: 410; Paragraph: 63.5; Schedule: 1; Year: 2008]"
Loan commitments,Ymrwymiadau benthyciadau,core,LoanCommitments,false,monetaryItemType,instant,,,,,,,"[Name: FRS; Number: 102; Paragraph: 11.42], [Name: SI; Number: 410; Paragraph: 63.5; Schedule: 1; Year: 2008]"
Remaining financial commitments,Gweddill ymrwymiadau ariannol,core,RemainingFinancialCommitments,false,monetaryItemType,instant,,,,,,,"[Name: FRS; Number: 102; Paragraph: 11.42], [Name: SI; Number: 410; Paragraph: 63.5; Schedule: 1; Year: 2008]"
Description of capital commitments,Disgrifiad o ymrwymiadau cyfalaf,core,DescriptionCapitalCommitments,false,stringItemType,duration,,,,,,,Name: SI; Number: 410; Paragraph: 63.3; Schedule: 1; Year: 2008
Description of financial commitments other than capital commitments,Disgrifiad o ymrwymiad ariannol ac eithrio ymrwymiadau cyfalaf,core,DescriptionFinancialCommitmentsOtherThanCapitalCommitments,false,stringItemType,duration,,,,,,,Name: SI; Number: 410; Paragraph: 63.5; Schedule: 1; Year: 2008
"For commitments related to a particular area, such as leases, PPE or intangibles, see the taxonomy section covering that area [guidance]","I weld ymrwymiadau cysylltiedig a maes penodol, megis lesoedd, PPE neu eitemau anniriaethol, gweler yr adran tacsonomeg sydd yn cynnwys y maes hwnnw [canllawiau]",core,ForCommitmentsRelatedToParticularAreaSuchAsLeasesPPEOrIntangiblesSeeTaxonomySectionCoveringThatAreaGuidance,true,types:guidanceItemType,duration,,,,,,,
Contingent liabilities [heading],Rhwymedigaethau digwyddiadol [pennawd],core,ContingentLiabilitiesHeading,true,types:headingItemType,duration,,,,,,,
Use contingent liabilities dimension to identify individual types of contingent liability [guidance],Defnyddiwch dimensiwn rhwymedigaethau digwyddiadol er mwyn enwi mathau unigol o rwymedigaethau digwyddiadol [canllawiau],core,UseContingentLiabilitiesDimensionToIdentifyIndividualTypesContingentLiabilityGuidance,true,types:guidanceItemType,duration,,,,,,,
Contingent liabilities,Rhwymedigaethau digwyddiadol,core,ContingentLiabilities,false,monetaryItemType,instant,,,,,,,Name: FRS; Number: 102; Paragraph: 21.15.a
"General description of contingent liabilities, including financial effect, uncertainties and possible reimbursement","Disgrifiad cyffredinol o rwymedigaeth amodol, yn cynnwys effaith ariannol, ansicrwydd ac ad-daliad posibl",core,GeneralDescriptionContingentLiabilitiesIncludingFinancialEffectUncertaintiesPossibleReimbursement,false,stringItemType,duration,,,,,,,"Name: FRS; Number: 102; Paragraph: 21.15.b,c"
Statement on non-disclosure of information on contingent liabilities,Datganiad o beidio datgelu gwybodaeth am atebolrwydd digwyddiadol,core,StatementOnNon-disclosureInformationOnContingentLiabilities,false,stringItemType,duration,,,,,,,Name: FRS; Number: 102; Paragraph: 21.17
"For details of contingent assets and liabilities related to business combinations, see 'Business combinations' section [cross-reference]","I weld manylion am asedau digwyddiadol a rhwymedigaethau cysylltiedig â chyfuniadau busnes, gweler yr adran 'cyfuniadau Busnes' [croesgyfeirio]",core,ForDetailsContingentAssetsLiabilitiesRelatedToBusinessCombinationsSeeBusinessCombinationsSectionCross-reference,true,types:xrefItemType,duration,,,,,,,
"For contingent liabilities related to associates, see 'Investments in associates' section [cross-reference]","I weld rhwymedigaethau digwyddiadol cysylltiedig ag unigolion cyswllt, gweler yr adran 'Buddsoddiadau mewn unigolion cyswllt' [croesgyfeirio]",core,ForContingentLiabilitiesRelatedToAssociatesSeeInvestmentsInAssociatesSectionCross-reference,true,types:xrefItemType,duration,,,,,,,
"For contingent liabilities related to joint ventures, see 'Investments in joint ventures' section [cross-reference]","I weld rhwymedigaethau digwyddiadol cysylltiedig â menter ar y cyd, gweler yr adran 'Buddsoddiadau mewn menter ar y cyd' [croesgyfeirio]",core,ForContingentLiabilitiesRelatedToJointVenturesSeeInvestmentsInJointVenturesSectionCross-reference,true,types:xrefItemType,duration,,,,,,,
Contingent assets [heading],Asedau digwyddiadol [pennawd],core,ContingentAssetsHeading,true,types:headingItemType,duration,,,,,,,
Total contingent assets,Cyfanswm asedau digwyddiadol,core,TotalContingentAssets,false,monetaryItemType,instant,debit,,,,,,Name: FRS; Number: 102; Paragraph: 21.16
"General description of contingent assets, including financial effect","Disgrifiad cyffredinol o asedau digwyddiadol, yn cynnwys effaith ariannol",core,GeneralDescriptionContingentAssetsIncludingFinancialEffect,false,stringItemType,duration,,,,,,,Name: FRS; Number: 102; Paragraph: 21.16
Statement on non-disclosure of information on contingent assets,Datganiad o beidio datgelu gwybodaeth am asedau digwyddiadol,core,StatementOnNon-disclosureInformationOnContingentAssets,false,stringItemType,duration,,,,,,,Name: FRS; Number: 102; Paragraph: 21.17
"For details of contingent assets and liabilities related to business combinations, see 'Business combinations' section [cross-reference]","I weld manylion am asedau digwyddiadol a rhwymedigaethau cysylltiedig â chyfuniadau busnes, gweler yr adran 'cyfuniadau Busnes' [croesgyfeirio]",core,ForDetailsContingentAssetsLiabilitiesRelatedToBusinessCombinationsSeeBusinessCombinationsSectionCross-reference,true,types:xrefItemType,duration,,,,,,,
Off balance sheet disclosures [heading],Datgeliadau oddi ar y fantolen [pennawd],core,OffBalanceSheetDisclosuresHeading,true,types:headingItemType,duration,,,,,,,
"General description of any off-balance sheet arrangements including nature, purpose and financial impact on entity","Disgrifiad cyffredinol o unrhyw drefniadau oddi ar y fantolen yn cynnwys natur, pwrpas ac effaith ariannol ar yr endid",core,GeneralDescriptionAnyOff-balanceSheetArrangementsIncludingNaturePurposeFinancialImpactOnEntity,false,stringItemType,duration,,,,,,,Name: CA; Year: 2006; Section: 410A
"For unconsolidated entities, see 'Investments in unconsolidated structured entities' section [cross-reference]","Ar gyfer endidau nad ydynt wedi eu cyfuno, gweler yr adran 'Buddsoddiadau mewn endidau strwythuredig heb eu cyfuno' [croesgyfeirio]",core,ForUnconsolidatedEntitiesSeeInvestmentsInUnconsolidatedStructuredEntitiesSectionCross-reference,true,types:xrefItemType,duration,,,,,,,
Events after reporting date [heading],Digwyddiadau ar ôl y dyddiad adrodd [pennawd],core,EventsAfterReportingDateHeading,true,types:headingItemType,duration,,,,,,,
Event after reporting date [grouping],Digwyddiad ar ôl y dyddiad adrodd [grwpio],core,EventAfterReportingDateGrouping,true,types:groupingItemType,duration,,,,,,,
Description of event after reporting date,Disgrifiad o ddigwyddiad ar ôl y dyddiad adrodd,core,DescriptionEventAfterReportingDate,false,stringItemType,duration,,,,,,,Name: FRS; Number: 102; Paragraph: 32.10
"For dividends declared after reporting date, see 'Dividends' section [cross-reference]","I weld difidendau a ddatganwyd ar ôl dyddiad adrodd, gweler yr adran 'Difidendau' [croesgyfeirio]",core,ForDividendsDeclaredAfterReportingDateSeeDividendsSectionCross-reference,true,types:xrefItemType,duration,,,,,,,
"For business combinations after reporting date, see 'Business combinations' section [cross-reference]","I weld cyfuniadau Busnes ar ôl y dyddiad adrodd, gweler yr adran 'Cyfuniadau Busnes' [croesgyfeirio]",core,ForBusinessCombinationsAfterReportingDateSeeBusinessCombinationsSectionCross-reference,true,types:xrefItemType,duration,,,,,,,
Restatements and first time adoption of standards [heading],Ail-ddatganiadau a mabwysiadu safonau y tro cyntaf [pennawd],core,RestatementsFirstTimeAdoptionStandardsHeading,true,types:headingItemType,duration,,,,,,,
Use restatements and first time adoption dimension to identify restated values and adjustments [guidance],Defnyddiwch dimensiwn ail-ddatganiadau a mabwysiadu tro cyntaf i enwi gwerthoedd ac addasiadau sydd wedi eu hailddatgan [canllawiau],core,UseRestatementsFirstTimeAdoptionDimensionToIdentifyRestatedValuesAdjustmentsGuidance,true,types:guidanceItemType,duration,,,,,,,
Use 'Increase (decrease) due to transition' tag in restatements and first time adoption dimension to identify effects of transition of standards [guidance],Defnyddiwch y tag 'Cynnydd (gostyngiad) o ganlyniad i bontio' mewn ail-ddatganiadau a mabwysiadu tro cyntaf i enwi effeithiau pontio safonau [canllawiau],core,UseIncreaseDecreaseDueToTransitionTagInRestatementsFirstTimeAdoptionDimensionToIdentifyEffectsTransitionStandardsGuidance,true,types:guidanceItemType,duration,,,,,,,
General description of prior period and policy change adjustments and their effect,Disgrifiad cyffredinol o gyfnod cynt ac addasiadau newid polisi ac effaith hynny,core,GeneralDescriptionPriorPeriodPolicyChangeAdjustmentsTheirEffect,false,stringItemType,duration,,,,,,,"Name: FRS; Number: 102; Paragraph: 10.13,10.14"
"General description of effects of first time adoption, reasons for change and other factors relevant to transition","Disgrifiad cyffredinol o effeithiau mabwysiadu y tro cyntaf, rhesymau dros newid a ffactorau eraill sydd yn berthnasol i bontio",core,GeneralDescriptionEffectsFirstTimeAdoptionReasonsForChangeOtherFactorsRelevantToTransition,false,stringItemType,duration,,,,,,,"Name: FRS; Number: 102; Paragraph: 35.1,35.12,35.15"
Description of reasons why restatement of amounts on transition to FRS 102 is impractical,Disgrifiad o'r rhesymau pam bod ailddatgan symiau trosi i FRS 102 yn anymarferol,core,DescriptionReasonsWhyRestatementAmountsOnTransitionToFRS102Impractical,false,stringItemType,duration,,,,,,,Name: FRS; Number: 102; Paragraph: 35.11
General description of reason why FRS 102 was not applied to most recent annual financial statements,Disgrifiad cyffredinol o'r rheswm pan na chymhwyswyd FRS 102 i'r datganiadau Ariannol blynyddol mwyaf diweddar,core,GeneralDescriptionReasonWhyFRS102WasNotAppliedToMostRecentAnnualFinancialStatements,false,stringItemType,duration,,,,,,,Name: FRS; Number: 102; Paragraph: 35.12A
402 - Additional Industry Sector Data (FRS 102),,,,,,,,,,,,,
Additional industry sector data items [heading],Eitemau data sector y diwydiant ychwanegol [pennawd],core,AdditionalIndustrySectorDataItemsHeading,true,types:headingItemType,duration,,,,,,,
Banking and finance sector items [heading],Eitemau sector bancio a chyllid [pennawd],core,BankingFinanceSectorItemsHeading,true,types:headingItemType,duration,,,,,,,
"Income statement, banking and finance sector [heading]","Datganiad incwm, sector bancio a chyllid [pennawd]",core,IncomeStatementBankingFinanceSectorHeading,true,types:headingItemType,duration,,,,,,,
Interest income,Incwm llog,core,InterestIncome,false,monetaryItemType,duration,credit,,,,,,Name: FRS; Number: 102; Paragraph: 5.9
Interest income on debt securities and other fixed-income securities,Incwm llog ar warantau dyled a gwarantau incwm sefydlog arall,core,InterestIncomeOnDebtSecuritiesOtherFixed-incomeSecurities,false,monetaryItemType,duration,credit,,,,Name: SI; Number: 410; Year: 2008; Schedule: 2; Part: 1; Section: B,,
"Interest income not derived from debt securities and other fixed-income securities, banking income statement subtotal","Incwm llog nad yw'n deillio o warantau dyled a gwarantau incwm sefydlog eraill, is-gyfanswm datganiad incwm bancio",core,InterestIncomeNotDerivedFromDebtSecuritiesOtherFixed-incomeSecuritiesBankingIncomeStatementSubtotal,false,monetaryItemType,duration,credit,,,,Name: SI; Number: 410; Year: 2008; Schedule: 2; Part: 1; Section: B,,
Interest expense,Costau llog,core,InterestExpense,false,monetaryItemType,duration,debit,,,,,,Name: FRS; Number: 102; Paragraph: 11.48
Dividend income,Incwm difidend,core,DividendIncome,false,monetaryItemType,duration,credit,,,,,,Name: FRS; Number: 102; Paragraph: 23.30
"Dividend income from equity instruments, banking income statement subtotal","Incwm difidend gan offerynnau ecwiti, is-gyfanswm datganiad incwm bancio",core,DividendIncomeFromEquityInstrumentsBankingIncomeStatementSubtotal,false,monetaryItemType,duration,credit,,,,Name: SI; Number: 410; Year: 2008; Schedule: 2; Part: 1; Section: B,,
Dividend income from associates and joint ventures / participating interests,Incwm difidend gan unigolion cyswllt a mentrau ar y cyd / buddiannau cyfranogol,core,DividendIncomeFromAssociatesJointVenturesParticipatingInterests,false,monetaryItemType,duration,credit,,,,,,Name: FRS; Number: 102; Paragraph: 33.8
Dividend income from group undertakings,Incwm difidend o ymrwymiadau grŵp,core,DividendIncomeFromGroupUndertakings,false,monetaryItemType,duration,credit,,,,,,Name: FRS; Number: 102; Paragraph: 33.8
Fee and commission income,Incwm ffioedd a chomisiwn,core,FeeCommissionIncome,false,monetaryItemType,duration,credit,,,,,,Name: FRS; Number: 102; Paragraph: 11.48
Fee and commission expense,Traul ffioedd a chomisiwn,core,FeeCommissionExpense,false,monetaryItemType,duration,debit,,,,,,Name: FRS; Number: 102; Paragraph: 11.48
Net trading income,Incwm masnachu net,core,NetTradingIncome,false,monetaryItemType,duration,credit,,,,,,Name: FRS; Number: 102; Paragraph: 11.48
Trading income excluding net interest income,Incwm Masnachu ac eithrio incwm llog net,core,TradingIncomeExcludingNetInterestIncome,false,monetaryItemType,duration,credit,,,,,,Name: FRS; Number: 102; Paragraph: 11.48
Interest income on financial assets held for trading at fair value through profit or loss,Incwm llog asedau ariannol a ddelir ar gyfer masnachu ar werth teg drwy elw neu golled,core,InterestIncomeOnFinancialAssetsHeldForTradingFairValueThroughProfitOrLoss,false,monetaryItemType,duration,credit,,,,,,Name: FRS; Number: 102; Paragraph: 11.48
"Other operating income, banking income statement subtotal","Incwm gweithredol arall, is-gyfanswm datganiad incwm bancio",core,OtherOperatingIncomeBankingIncomeStatementSubtotal,false,monetaryItemType,duration,credit,,,,Name: SI; Number: 410; Year: 2008; Schedule: 2; Part: 1; Section: B,,
Administrative expenses,Treuliau gweinyddu,core,AdministrativeExpenses,false,monetaryItemType,duration,debit,,,,,,Name: FRS; Number: 102; Paragraph: 5.5
Staff costs / employee benefits expense,Costau staff / traul buddiannau gweithwyr,core,StaffCostsEmployeeBenefitsExpense,false,monetaryItemType,duration,debit,,,,,,Name: FRS; Number: 102; Paragraph: 5.5
"Administrative expenses other than staff costs, banking income statement subtotal","Treuliau gweinyddu ac eithrio costau staff, is-gyfanswm datganiad incwm bancio",core,AdministrativeExpensesOtherThanStaffCostsBankingIncomeStatementSubtotal,false,monetaryItemType,duration,debit,,,,Name: SI; Number: 410; Year: 2008; Schedule: 2; Part: 1; Section: B,,
Depreciation and amortisation expense,Treuliau dibrisiant ac amorteiddio,core,DepreciationAmortisationExpense,false,monetaryItemType,duration,debit,,,,,,Name: FRS; Number: 102; Paragraph: 5.5
"Other operating expense, banking income statement subtotal","Traul gweithredol arall, is-gyfanswm datganiad incwm bancio",core,OtherOperatingExpenseBankingIncomeStatementSubtotal,false,monetaryItemType,duration,debit,,,,Name: SI; Number: 410; Section: B; Part: 1; Schedule: 2; Year: 2008,,
"Provisions, expense","Darpariaethau, treuliau",core,ProvisionsExpense,false,monetaryItemType,duration,debit,,,,Name: SI; Number: 410; Year: 2008; Schedule: 2; Part: 1; Section: B,,
"Provisions for bad and doubtful debts, expense","Darpariaethau ar gyfer dyledion drwg ac amheus, treuliau",core,ProvisionsForBadDoubtfulDebtsExpense,false,monetaryItemType,duration,debit,,,,Name: SI; Number: 410; Year: 2008; Schedule: 2; Part: 1; Section: B,,
"Provisions for contingent liabilities and commitments, expense","Darpariaethau ar gyfer rhwymedigaethau ac ymrwymiadau digwyddiadol, traul",core,ProvisionsForContingentLiabilitiesCommitmentsExpense,false,monetaryItemType,duration,debit,,,,Name: SI; Number: 410; Year: 2008; Schedule: 2; Part: 1; Section: B,,
"Reversals to provisions, income","Cildroadau i ddarpariaethau, incwm",core,ReversalsToProvisionsIncome,false,monetaryItemType,duration,credit,,,,Name: SI; Number: 410; Year: 2008; Schedule: 2; Part: 1; Section: B,,
"Reversals to provisions for bad and doubtful debts, income","Gwrthdroi i ddarpariaethau ar gyfer dyledion drwg ac amheus, incwm",core,ReversalsToProvisionsForBadDoubtfulDebtsIncome,false,monetaryItemType,duration,credit,,,,Name: SI; Number: 410; Year: 2008; Schedule: 2; Part: 1; Section: B,,
"Reversals to provisions for contingent liabilities and commitments, income","Gwrthdroi i ddarpariaethau ar gyfer rhwymedigaethau ac ymrwymiadau digwyddiadol, incwm",core,ReversalsToProvisionsForContingentLiabilitiesCommitmentsIncome,false,monetaryItemType,duration,credit,,,,Name: SI; Number: 410; Year: 2008; Schedule: 2; Part: 1; Section: B,,
Impairment loss fixed asset investments,Buddsoddiad asedau sefydlog colled amhariad,core,ImpairmentLossFixedAssetInvestments,false,monetaryItemType,duration,debit,,,,Name: SI; Number: 410; Year: 2008; Schedule: 2; Part: 1; Section: B,,
Impairment reversal fixed asset investments,Buddsoddiad asedau sefydlog cildroad amhariad,core,ImpairmentReversalFixedAssetInvestments,false,monetaryItemType,duration,credit,,,,Name: SI; Number: 410; Year: 2008; Schedule: 2; Part: 1; Section: B,,
